Run,PacketLoss,EnergyConsumption
0,0.23341134615384615,140.69582411538465
1,0.025349461538461546,149.42189230769233
2,0.025103499999999994,140.30925692307693
3,0.0379945,133.92740184615383
4,0.03978584615384616,130.1997835
5,0.05712715384615383,121.03220538461542
6,0.04596242307692308,119.32192296153843
7,0.037109307692307685,118.35975757692306
8,0.04489984615384616,114.15360799999998
9,0.041132923076923074,115.47566488461538
10,0.041060884615384624,114.21641926923077
11,0.05230938461538463,106.84606561538462
12,0.043977,107.26012430769232
13,0.0403278076923077,105.12920676923076
14,0.04028807692307693,99.28845857692309
15,0.07265788461538461,98.96786688461538
16,0.03877038461538461,101.07578411538462
17,0.04047876923076924,97.9112764230769
18,0.036326076923076926,97.69074188461538
19,0.05499146153846156,96.22376342307695
20,0.03765442307692308,97.82510776923075
21,0.05334930769230769,97.5612233076923
22,0.0461336923076923,101.37286011538461
23,0.04553269230769231,100.09078130769231
24,0.049481999999999984,96.64314911538462
25,0.040734846153846156,97.5732136153846
26,0.06385519230769231,96.34385869230769
27,0.04062557692307693,97.61394396153847
28,0.04281,96.35550615384614
29,0.03381980769230769,97.63918199999999
30,0.04460726923076923,96.72471034615386
31,0.0644058076923077,95.8819035
32,0.06273626923076923,95.81149480769234
33,0.05605861538461538,96.08514849999999
34,0.049577346153846166,96.61604523076923
35,0.03904580769230769,97.33125603846155
36,0.03625842307692308,97.42534130769232
37,0.026453038461538462,97.91323634615385
38,0.04826207692307692,97.48338565384614
39,0.038967538461538456,97.03185469230769
40,0.043211653846153844,97.1358498846154
41,0.05604203846153846,95.94908323076923
42,0.054681384615384625,96.2033737692308
43,0.05493492307692309,96.38738900000001
44,0.04594634615384615,96.45808519230766
45,0.046562192307692304,96.87671588461536
46,0.027590807692307692,98.19612049999999
47,0.053976461538461536,95.81404238461538
48,0.043845807692307684,96.69199242307694
49,0.061707846153846134,95.84840834615383
50,0.04183365384615385,97.02555261538463
51,0.049229423076923066,96.49668876923077
52,0.04427257692307692,96.98169757692307
53,0.060989538461538435,95.58688946153848
54,0.0467468076923077,96.84322726923077
55,0.05773169230769231,95.96674719230768
56,0.0341675,97.40002357692309
57,0.07065892307692309,94.60349234615384
58,0.05436065384615385,95.94678292307692
59,0.05195761538461538,95.8375747692308
60,0.06399634615384615,95.48931003846155
61,0.037580461538461535,97.62835469230768
62,0.07343169230769231,94.79894511538463
63,0.07561757692307693,94.49402996153846
64,0.05323965384615384,96.50342965384615
65,0.059333923076923076,95.73680384615383
66,0.043077461538461544,97.09888080769231
67,0.04458980769230769,97.02318969230768
68,0.03978907692307692,97.0595041923077
69,0.042919076923076914,96.93678715384615
70,0.06667096153846154,95.40667303846155
71,0.06893515384615385,95.44347992307691
72,0.04760657692307693,96.67079207692306
73,0.05591953846153846,96.02048303846153
74,0.04782838461538462,97.01410592307691
75,0.04190942307692307,96.98271542307693
76,0.03558511538461538,97.8458806153846
77,0.038141999999999995,97.33527773076925
78,0.055189653846153854,96.34747361538462
79,0.05536230769230769,96.18065234615383
80,0.06259949999999997,95.47583703846155
81,0.05811692307692307,95.3422061153846
82,0.035905269230769234,99.2351681153846
83,0.0293885,99.67234465384612
84,0.031214653846153836,97.76826338461538
85,0.04769157692307691,97.59519323076923
86,0.041905,97.09713923076924
87,0.03944023076923076,99.807363
88,0.041685769230769235,100.07806792307692
89,0.04590803846153846,99.08743807692306
90,0.05519661538461539,98.27955169230766
91,0.04235107692307692,97.19452488461538
92,0.034002499999999984,98.9238483076923
93,0.030283500000000005,99.7701734230769
94,0.06936992307692307,96.51369742307695
