Run,PacketLoss,EnergyConsumption
0,0.2193552,340.31274440000004
1,0.067065,376.0925934
2,0.032414399999999996,388.8185482
3,0.020121999999999998,382.4257738
4,0.0258728,376.8874526
5,0.020085000000000002,373.08088899999996
6,0.0655492,344.3165612
7,0.034446,355.151451
8,0.0340774,351.08816740000003
9,0.0395478,344.7959652
10,0.0645118,330.5372808
11,0.0352586,330.61035819999995
12,0.031993200000000006,333.47120259999997
13,0.026888600000000002,331.42578539999994
14,0.0989174,296.8564186
15,0.0432042,314.09593559999996
16,0.0661412,303.3748346
17,0.0548592,308.918813
18,0.0714048,306.2739598
19,0.023737600000000005,318.74036600000005
20,0.039605,313.47905519999995
21,0.022542399999999997,321.46342880000003
22,0.1032284,295.0604316
23,0.07497380000000001,306.8178396
24,0.07655980000000001,304.201416
25,0.07603760000000001,303.1509478
26,0.08057,303.39022439999997
27,0.09767959999999999,293.4339742
28,0.0718944,305.60833
29,0.016952,319.470069
30,0.021395200000000003,320.6339862
31,0.021344000000000002,323.1709244
32,0.019569800000000002,321.4901542
33,0.0254326,322.30799339999993
34,0.0401402,312.8173618
35,0.0443294,312.62645499999996
36,0.0307742,317.1879022
37,0.0680284,301.5563338
38,0.058716199999999996,312.042972
39,0.055495,305.7123772
40,0.0518792,309.7859006
41,0.0466996,311.2395746
42,0.0496736,313.32438140000005
43,0.0523204,309.7621966
44,0.05282359999999999,307.20817780000004
45,0.0231626,320.59122260000004
46,0.0449884,313.67217519999997
47,0.0478588,314.7115056
48,0.054701200000000005,310.46705979999996
49,0.0418932,311.3488094
50,0.0218468,322.7646968
51,0.0789526,300.6383744
52,0.0529172,311.3863044
53,0.07849700000000001,303.42848560000004
54,0.0484412,311.67471620000003
55,0.0809912,295.98525920000003
56,0.0497942,311.7896826
57,0.10762019999999999,294.9053182
58,0.0497914,313.61800460000006
59,0.053474600000000004,311.7767366
60,0.056902600000000005,310.79229599999996
61,0.051519999999999996,307.1156662
62,0.0593094,313.2077008
63,0.03667140000000001,322.56147999999996
64,0.08046800000000001,299.42581859999996
65,0.073494,300.5159514
66,0.020886,324.1974454
67,0.061723799999999995,305.56606339999996
68,0.0869764,296.8319892
69,0.0654092,301.8155294
70,0.059096,309.53020200000003
71,0.0510356,312.469233
72,0.022242400000000002,319.89760160000003
73,0.0357698,313.03036579999997
74,0.0214392,320.3864522
75,0.036905200000000006,313.548085
76,0.06248260000000001,306.5716822
77,0.0227792,318.45119
78,0.0378496,315.3519602
79,0.049571,307.3429008
80,0.0883506,294.9107722
81,0.0265474,320.26358940000006
82,0.010585,327.2459066
83,0.05450000000000001,310.60607799999997
84,0.022501399999999998,321.95612259999996
85,0.0572672,310.2481054
86,0.11302000000000001,286.50123959999996
87,0.0881126,298.1471782
88,0.0641262,310.63584979999996
89,0.06038380000000001,307.8910754
90,0.09346380000000001,299.92846080000004
91,0.024203,320.57021640000005
92,0.039438999999999995,314.7716278
93,0.021684199999999997,324.1097510000001
94,0.0965156,297.55847200000005
