Run,PacketLoss,EnergyConsumption
0,0.662691,142.31693136363637
1,0.02492563636363637,227.99796636363632
2,0.022897545454545455,217.0785781818182
3,0.04026036363636364,209.01880518181818
4,0.058509727272727276,206.35824290909088
5,0.04601254545454545,196.597126
6,0.03015045454545455,193.30330436363636
7,0.03743981818181818,189.59277299999997
8,0.03186409090909092,186.65360600000002
9,0.03198490909090909,186.05946036363636
10,0.02148727272727273,185.3393663636364
11,0.04283736363636363,175.16732481818178
12,0.04079809090909091,173.54519563636362
13,0.03463363636363636,170.83568690909092
14,0.030417272727272727,164.50830890909094
15,0.041300272727272734,161.88508054545454
16,0.07074509090909092,157.87282663636364
17,0.07239872727272728,156.62687663636362
18,0.04049327272727273,160.58872027272724
19,0.025510909090909095,161.5596938181818
20,0.05086881818181819,159.81131118181818
21,0.04419781818181818,161.54794554545458
22,0.040262454545454546,164.16225336363638
23,0.06413363636363636,158.8417533636364
24,0.07475418181818182,157.23854236363638
25,0.06288463636363636,158.81258836363634
26,0.06355236363636364,158.04347445454547
27,0.04706009090909091,160.65521072727273
28,0.032135727272727274,160.81174572727275
29,0.03964609090909091,159.73979454545454
30,0.05530518181818181,158.43122645454542
31,0.06583027272727272,156.81636227272728
32,0.05857272727272728,157.89658772727273
33,0.046761000000000004,159.83136672727275
34,0.03598936363636363,159.62932590909094
35,0.05670027272727273,158.41067772727274
36,0.04238181818181818,160.40814554545454
37,0.03285218181818182,160.27275972727273
38,0.049979363636363634,158.95756945454548
39,0.041670090909090914,159.50016236363635
40,0.03848981818181818,159.92120572727273
41,0.05250754545454545,158.48519990909088
42,0.05395154545454546,158.65452081818182
43,0.053164272727272734,157.66721954545454
44,0.06908990909090908,156.25263127272726
45,0.05997809090909092,158.15635963636365
46,0.035975818181818185,160.37006854545456
47,0.052604363636363644,158.79833399999998
48,0.04109609090909091,159.53612354545456
49,0.027739181818181816,160.59550527272725
50,0.023714454545454546,162.12775672727273
51,0.021031454545454548,162.55531709090909
52,0.019971363636363634,161.53500763636364
53,0.04497009090909091,160.01108809090908
54,0.041063909090909095,159.41915427272727
55,0.04463872727272728,159.38977854545453
56,0.02578636363636364,161.4140280909091
57,0.037401636363636366,160.44074863636362
58,0.02450909090909091,162.05775009090908
59,0.038698,160.03361118181817
60,0.06908109090909091,157.05833663636363
61,0.060208454545454544,157.41149081818185
62,0.07659290909090909,156.86670372727275
63,0.08021954545454545,155.87672272727275
64,0.07022109090909091,157.2390432727273
65,0.042866181818181824,159.2986279090909
66,0.03841018181818182,159.45125763636364
67,0.039431727272727264,159.6302319090909
68,0.06915245454545454,156.977803
69,0.056562181818181824,158.0861481818182
70,0.06651254545454545,157.04220863636365
71,0.06904927272727272,156.76124154545457
72,0.05170172727272727,158.05685
73,0.04815890909090909,158.6794501818182
74,0.036505,160.06290854545452
75,0.07114745454545456,155.76284354545453
76,0.08591972727272727,155.54126599999998
77,0.044786181818181815,158.85788781818184
78,0.06397,157.46587390909093
79,0.07339772727272728,156.7047789090909
80,0.04982054545454546,158.528341
81,0.055412545454545444,158.21516481818182
82,0.037990818181818174,162.33553363636364
83,0.040668909090909096,159.69375281818182
84,0.04508645454545455,159.65227099999998
85,0.04694890909090909,160.399097
86,0.03756554545454545,160.38114881818183
87,0.0560271818181818,161.05028200000004
88,0.060299090909090906,160.62091772727268
89,0.033168636363636365,162.70740945454546
90,0.047405454545454535,162.10858572727273
91,0.03410245454545455,160.66719600000002
92,0.03525754545454545,160.30790981818183
93,0.06728754545454546,158.85222781818183
94,0.058718818181818185,158.2086122727273
