Run,PacketLoss,EnergyConsumption
0,0.466347,329.2528003333333
1,0.031175333333333333,577.6854936666667
2,0.25865166666666667,296.09993333333335
3,0.312545,266.55329166666667
4,0.38252833333333336,235.27821300000002
5,0.41686533333333337,195.83561866666665
6,0.45387266666666665,167.64447033333332
7,0.4699276666666667,160.55760166666667
8,0.4485076666666667,162.37942966666665
9,0.49566366666666667,156.76291266666667
10,0.17008700000000002,187.93324033333337
11,0.23925533333333335,169.80197433333333
12,0.37142766666666666,155.89081000000002
13,0.2903226666666667,163.81055866666665
14,0.24392233333333332,164.9713796666667
15,0.24144100000000002,162.90959833333332
16,0.2605576666666667,161.48942533333334
17,0.24957133333333334,161.883687
18,0.26434266666666667,159.335736
19,0.18673833333333334,168.44621600000002
20,0.202246,167.69521233333333
21,0.32531933333333335,155.229173
22,0.27036533333333335,166.19949999999997
23,0.4280096666666666,151.04529433333335
24,0.43909766666666666,150.9176623333333
25,0.5881333333333334,139.24603166666665
26,0.603265,134.33672333333334
27,0.397756,149.41895933333333
28,0.32295066666666666,153.30905333333334
29,0.20357633333333336,167.191522
30,0.40388433333333335,146.10665000000003
31,0.4143953333333333,150.04354833333332
32,0.27399866666666667,159.95733166666665
33,0.6244426666666668,130.177086
34,0.276991,156.14193133333333
35,0.20186600000000002,167.22141766666667
36,0.3028673333333333,157.16685633333336
37,0.3557426666666667,151.61827466666668
38,0.611109,127.78116299999999
39,0.26884033333333335,159.09205566666665
40,0.18623166666666666,168.04743900000003
41,0.251492,162.65962433333334
42,0.3141783333333334,157.07740166666667
43,0.34181066666666665,150.53878533333332
44,0.27870233333333333,155.72186666666667
45,0.31285999999999997,153.65832600000002
46,0.203709,165.7321893333333
47,0.5657823333333334,138.01081066666666
48,0.270251,159.11475099999998
49,0.24565199999999998,160.74240033333334
50,0.2661173333333334,161.178946
51,0.2021936666666667,167.62370666666666
52,0.22598733333333332,163.025341
53,0.8899523333333333,115.63092833333333
54,0.22145499999999999,164.231824
55,0.24074333333333334,161.8333133333333
56,0.35129366666666667,149.21710099999999
57,0.7353776666666666,123.54660266666666
58,0.39456533333333327,148.44556300000002
59,0.5081973333333333,141.79116566666667
60,0.5402176666666666,141.14411266666664
61,0.24865600000000002,162.13904466666668
62,0.871063,117.60995266666667
63,0.7704806666666665,123.22774533333335
64,0.36236566666666664,154.74993433333336
65,0.20500233333333331,166.50658299999998
66,0.335076,151.885483
67,0.22367199999999998,164.39421566666667
68,0.27657366666666666,157.80781066666668
69,0.3823516666666667,146.48632133333334
70,0.5600903333333332,135.996952
71,0.528183,140.075567
72,0.24681666666666668,161.605728
73,0.2644343333333334,158.497305
74,0.24295233333333333,161.764857
75,0.18530466666666665,168.740039
76,0.21999366666666664,165.62296866666668
77,0.23929266666666668,162.22577933333332
78,0.3129576666666667,152.73393133333335
79,0.30223633333333333,155.81769066666666
80,0.26656399999999997,158.437243
81,0.20309999999999997,166.11195633333332
82,0.32978066666666667,153.36679766666666
83,0.29621000000000003,158.38517166666668
84,0.2936106666666667,155.80248099999997
85,0.29426899999999995,161.008585
86,0.2585283333333333,161.70712966666667
87,0.205098,170.89430666666667
88,0.24629966666666667,165.38945733333333
89,0.20513866666666666,167.88695866666666
90,0.5968046666666668,138.72458266666663
91,0.30788533333333334,155.07282433333333
92,0.32451599999999997,155.024305
93,0.16683,170.66421300000002
94,0.43116,150.07936600000002
