id,parents,battery,load,dataProbability
2,1,11408.558841,10.0,85.0
3,1,7616.527419,10.0,100.0
4,1,11376.448036,10.0,100.0
5,1,11852.625224,10.0,100.0
6,1,11833.394723,10.0,100.0
7,2,11410.40282,10.0,100.0
8,1,11838.7173,10.0,85.0
9,1,11773.93787,10.0,100.0
10,2,11876.822448,10.0,100.0
11,1,11839.156981,10.0,100.0
12,2,4265.41144,10.0,100.0
13,1,11874.143994,10.0,100.0
14,1,11859.899436,10.0,85.0
15,1,5747.81863,10.0,100.0
16,1,116867.25168,200.0,100.0
