id,parents,battery,load,dataProbability
2,1,11632.138636,10.0,85.0
3,1,11546.389842,10.0,100.0
4,1,6861.688046,10.0,100.0
5,1,6171.096591,10.0,100.0
6,1,5598.981437,10.0,100.0
7,2,11707.620008,10.0,100.0
8,1,11838.083874,10.0,85.0
9,1,6092.409237,10.0,100.0
10,2,1810.259182,10.0,100.0
11,1,11839.197106,10.0,100.0
12,2,11659.740701,10.0,100.0
13,1,11873.693532,10.0,100.0
14,1,11860.055766,10.0,85.0
15,1,11855.840646,10.0,100.0
16,1,116867.25168,200.0,100.0
